ExpNo	TreatNo	Date	obsValue	Error	Variable
18	9	01/05/1991	19572	1772	AboveDM
18	10	20/12/1990	393	223	AboveDM
18	10	21/01/1991	3004	14	AboveDM
18	10	04/03/1991	13293	676	AboveDM
18	10	18/03/1991	16100	1126	AboveDM
18	10	02/04/1991	20116	2307	AboveDM
18	10	15/04/1991	20059	247	AboveDM
18	10	01/05/1991	18586	861	AboveDM
18	1	20/12/1990	220	87	LeafDM
18	1	21/01/1991	1467	57	LeafDM
18	1	04/03/1991	2387	144	LeafDM
18	1	18/03/1991	2432	159	LeafDM
18	1	02/04/1991	2575	173	LeafDM
18	1	15/04/1991	2342	205	LeafDM
18	2	20/12/1990	242	37	LeafDM
18	2	21/01/1991	888	267	LeafDM
18	2	04/03/1991	1737	341	LeafDM
18	2	18/03/1991	1741	226	LeafDM
18	2	02/04/1991	1986	268	LeafDM
18	2	15/04/1991	1890	114	LeafDM
18	3	20/12/1990	237	14	LeafDM
18	3	21/01/1991	864	349	LeafDM
18	3	04/03/1991	1222	54	LeafDM
18	3	18/03/1991	1460	306	LeafDM
18	3	02/04/1991	1337	68	LeafDM
18	3	15/04/1991	1242	110	LeafDM
18	4	20/12/1990	240	3	LeafDM
18	4	21/01/1991	646	70	LeafDM
18	4	04/03/1991	1634	17	LeafDM
18	4	18/03/1991	1351	30	LeafDM
18	4	02/04/1991	1565	202	LeafDM
18	4	15/04/1991	1608	55	LeafDM
18	5	20/12/1990	194	16	LeafDM
18	5	21/01/1991	1096	40	LeafDM
18	5	04/03/1991	2016	287	LeafDM
18	5	18/03/1991	2190	228	LeafDM
18	5	02/04/1991	1939	60	LeafDM
18	5	15/04/1991	2384	150	LeafDM
18	6	20/12/1990	264	2	LeafDM
18	6	21/01/1991	1187	249	LeafDM
18	6	04/03/1991	2251	100	LeafDM
18	6	18/03/1991	2179	203	LeafDM
18	6	02/04/1991	2219	272	LeafDM
18	6	15/04/1991	2209	160	LeafDM
18	7	20/12/1990	247	160	LeafDM
18	7	21/01/1991	958	43	LeafDM
18	7	04/03/1991	1995	160	LeafDM
18	7	18/03/1991	2553	315	LeafDM
18	7	02/04/1991	2031	476	LeafDM
18	7	15/04/1991	1696	524	LeafDM
18	8	20/12/1990	249	81	LeafDM
18	8	21/01/1991	1194	229	LeafDM
18	8	04/03/1991	2478	27	LeafDM
18	8	18/03/1991	3334	993	LeafDM
18	8	02/04/1991	2143	183	LeafDM
18	8	15/04/1991	1907	265	LeafDM
18	9	20/12/1990	257	42	LeafDM
18	9	21/01/1991	1230	368	LeafDM
18	9	04/03/1991	2187	26	LeafDM
18	9	18/03/1991	2262	149	LeafDM
18	9	02/04/1991	2522	104	LeafDM
18	9	15/04/1991	1991	68	LeafDM
18	10	20/12/1990	234	139	LeafDM
18	10	21/01/1991	1308	45	LeafDM
18	10	04/03/1991	2327	237	LeafDM
18	10	18/03/1991	2415	108	LeafDM
18	10	02/04/1991	2513	116	LeafDM
18	10	15/04/1991	2212	87	LeafDM
18	1	20/12/1990	192	58	StemDM
18	1	21/01/1991	1627	152	StemDM
18	1	04/03/1991	8131	594	StemDM
18	1	18/03/1991	8007	233	StemDM
18	1	02/04/1991	7015	798	StemDM
18	1	15/04/1991	6595	1249	StemDM
18	2	20/12/1990	149	40	StemDM
18	2	21/01/1991	981	227	StemDM
18	2	04/03/1991	6550	1621	StemDM
18	2	18/03/1991	5612	535	StemDM
18	2	02/04/1991	5432	1165	StemDM
18	2	15/04/1991	5407	835	StemDM
18	3	20/12/1990	168	6	StemDM
18	3	21/01/1991	567	217	StemDM
18	3	04/03/1991	4643	398	StemDM
18	3	18/03/1991	5549	1593	StemDM
18	3	02/04/1991	3516	298	StemDM
18	3	15/04/1991	3873	327	StemDM
18	4	20/12/1990	154	8	StemDM
18	4	21/01/1991	773	241	StemDM
18	4	04/03/1991	5679	984	StemDM
18	4	18/03/1991	4234	580	StemDM
18	4	02/04/1991	3760	323	StemDM
18	4	15/04/1991	4212	106	StemDM
18	5	20/12/1990	112	32	StemDM
18	5	21/01/1991	1189	181	StemDM
18	5	04/03/1991	6250	1129	StemDM
18	5	18/03/1991	7206	901	StemDM
18	5	02/04/1991	5357	152	StemDM
18	5	15/04/1991	6767	1441	StemDM
18	6	20/12/1990	164	11	StemDM
18	6	21/01/1991	1431	153	StemDM
18	6	04/03/1991	8347	1323	StemDM
18	6	18/03/1991	8840	362	StemDM
18	6	02/04/1991	6486	1175	StemDM
18	6	15/04/1991	6372	676	StemDM
18	7	20/12/1990	145	100	StemDM
18	7	21/01/1991	1273	153	StemDM
18	7	04/03/1991	7324	555	StemDM
18	7	18/03/1991	7561	130	StemDM
18	7	02/04/1991	6537	1724	StemDM
18	7	15/04/1991	5823	208	StemDM
18	8	20/12/1990	160	57	StemDM
18	8	21/01/1991	1385	146	StemDM
18	8	04/03/1991	8785	134	StemDM
18	8	18/03/1991	11790	4125	StemDM
18	8	02/04/1991	6434	464	StemDM
18	8	15/04/1991	6019	708	StemDM
18	9	20/12/1990	152	23	StemDM
18	9	21/01/1991	1610	690	StemDM
18	9	04/03/1991	7534	607	StemDM
18	9	18/03/1991	7301	1295	StemDM
18	9	02/04/1991	7222	945	StemDM
18	9	15/04/1991	5354	342	StemDM
18	10	20/12/1990	160	85	StemDM
18	10	21/01/1991	1696	31	StemDM
18	10	04/03/1991	8037	216	StemDM
18	10	18/03/1991	7677	72	StemDM
18	10	02/04/1991	8079	1932	StemDM
18	10	15/04/1991	6358	255	StemDM
